Dimensions.Height,Dimensions.Length,Dimensions.Width,Engine Information.Driveline,Engine Information.Engine Type,Engine Information.Hybrid,Engine Information.Number of Forward Gears,Engine Information.Transmission,Fuel Information.City mpg,Fuel Information.Fuel Type,Fuel Information.Highway mpg,Identification.Classification,Identification.ID,Identification.Make,Identification.Model Year,Identification.Year,Engine Information.Engine Statistics.Horsepower,Engine Information.Engine Statistics.Torque
246,6,1,Rear-wheel drive,Mercedes-AMG 5.4L 8 Cylinders 355 hp 376 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,14,Gasoline,22,Automatic transmission,2010 Mercedes-Benz SLK55 AMG,Mercedes-AMG,2010 Mercedes-Benz SLK-Class,2010,355,376
17,6,252,Rear-wheel drive,Mercedes-Benz 3.0L 6 Cylinder 228 hp 221 ft-lbs,TRUE,6,6 Speed Manual,17,Gasoline,26,Manual transmission,2011 Mercedes-Benz SLK300,Mercedes,2011 Mercedes-Benz SLK-Class,2011,228,221
17,6,252,Rear-wheel drive,Mercedes-Benz 3.5L 6 Cylinders 300 hp 265 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,19,Gasoline,25,Automatic transmission,2011 Mercedes-Benz SLK350,Mercedes-Benz,2011 Mercedes-Benz SLK-Class,2011,300,265
17,6,252,Rear-wheel drive,Mercedes-Benz 3.0L 6 Cylinder 228 hp 221 ft-lbs,TRUE,7,7 Speed Automatic,19,Gasoline,26,Automatic transmission,2010 Mercedes-Benz SLK300 AT,Mercedes,2010 Mercedes-Benz SLK-Class,2010,228,221
28,64,135,All-wheel drive,Lincoln 3.7L 6 Cylinder 273 hp 270 ft-lbs.,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2011 Lincoln MKS AWD,Lincoln,2011 Lincoln MKS,2011,273,270
28,64,135,All-wheel drive,Lincoln 3.5L 6 Cylinder 355 hp 350 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,25,Automatic transmission,2011 Lincoln MKS Ecoboost,Lincoln,2011 Lincoln MKS,2011,355,350
28,64,135,Front-wheel drive,Lincoln 3.7L 6 Cylinder 273 hp 270 ft-lbs.,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,24,Automatic transmission,2011 Lincoln MKS,Lincoln,2011 Lincoln MKS,2011,273,270
28,64,135,Front-wheel drive,Lincoln 3.7L 6 Cylinder 273 hp 270 ft-lbs.,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,24,Automatic transmission,2010 Lincoln MKS,Lincoln,2010 Lincoln MKS,2010,273,270
28,64,135,All-wheel drive,Lincoln 3.5L 6 Cylinder 355 hp 350 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,25,Automatic transmission,2010 Lincoln MKS Ecoboost,Lincoln,2010 Lincoln MKS,2010,355,350
28,64,135,All-wheel drive,Lincoln 3.7L 6 Cylinder 273 hp 270 ft-lbs.,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2010 Lincoln MKS AWD,Lincoln,2010 Lincoln MKS,2010,273,270
210,248,54,All-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,24,Automatic transmission,2010 BMW 535i xDrive Sports Wagon AT,BMW,2010 BMW 5 Series Sports Wagon,2010,300,300
210,248,54,All-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,TRUE,6,6 Speed Manual,16,Gasoline,23,Manual transmission,2010 BMW 535i xDrive Sports Wagon,BMW,2010 BMW 5 Series Sports Wagon,2010,300,300
17,6,252,Rear-wheel drive,Mercedes-Benz 3.0L 6 Cylinder 228 hp 221 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,19,Gasoline,26,Automatic transmission,2011 Mercedes-Benz SLK300 AT,Mercedes,2011 Mercedes-Benz SLK-Class,2011,228,221
175,153,138,All-wheel drive,Lincoln 3.5L 6 Cylinder 355 hp 350 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,21,Automatic transmission,2011 Lincoln MKT Ecoboost,Lincoln,2011 Lincoln MKT,2011,355,350
175,153,138,All-wheel drive,Lincoln 3.7L 6 Cylinder 268 hp 267 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,22,Automatic transmission,2011 Lincoln MKT AWD,Lincoln,2011 Lincoln MKT,2011,268,267
175,153,138,Front-wheel drive,Lincoln 3.7L 6 Cylinder 268 hp 267 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,2011 Lincoln MKT,Lincoln,2011 Lincoln MKT,2011,268,267
175,153,138,Front-wheel drive,Lincoln 3.7L 6 Cylinder 268 hp 267 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,2010 Lincoln MKT,Lincoln,2010 Lincoln MKT,2010,268,267
175,153,138,All-wheel drive,Lincoln 3.7L 6 Cylinder 268 hp 267 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,22,Automatic transmission,2010 Lincoln MKT AWD,Lincoln,2010 Lincoln MKT,2010,268,267
175,153,138,All-wheel drive,Lincoln 3.5L 6 Cylinder 355 hp 350 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,22,Automatic transmission,2010 Lincoln MKT Ecoboost,Lincoln,2010 Lincoln MKT,2010,355,350
173,134,138,Front-wheel drive,Lincoln 3.7L 6 Cylinder 305 hp 280 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,19,Gasoline,26,Automatic transmission,2011 Lincoln MKX,Lincoln,2011 Lincoln MKX,2011,305,280
173,134,138,All-wheel drive,Lincoln 3.7L 6 Cylinder 305 hp 280 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,2011 Lincoln MKX AWD,Lincoln,2011 Lincoln MKX,2011,305,280
178,129,133,All-wheel drive,Lincoln 3.5L 6 Cylinder 265 hp 250 ft-lbs,TRUE,6,6 Speed Automatic,17,Gasoline,23,Automatic transmission,2010 Lincoln MKX AWD,Lincoln,2010 Lincoln MKX,2010,265,250
178,129,133,Front-wheel drive,Lincoln 3.5L 6 Cylinder 265 hp 250 ft-lbs,TRUE,6,6 Speed Automatic,18,Gasoline,25,Automatic transmission,2010 Lincoln MKX,Lincoln,2010 Lincoln MKX,2010,265,250
135,23,214,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,14,Gasoline,20,Automatic transmission,2010 Cadillac Escalade,Cadillac,2010 Cadillac Escalade,2010,403,417
135,23,214,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,10,E85,15,Automatic transmission,2010 Cadillac Escalade AWD,Cadillac,2010 Cadillac Escalade,2010,403,417
135,23,214,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,10,E85,16,Automatic transmission,2010 Cadillac Escalade Luxury,Cadillac,2010 Cadillac Escalade,2010,403,417
135,23,214,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,20,Automatic transmission,2010 Cadillac Escalade Luxury AWD,Cadillac,2010 Cadillac Escalade,2010,403,417
135,23,214,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,14,Gasoline,20,Automatic transmission,2010 Cadillac Escalade Premium,Cadillac,2010 Cadillac Escalade,2010,403,417
135,23,214,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,10,E85,15,Automatic transmission,2010 Cadillac Escalade Premium AWD,Cadillac,2010 Cadillac Escalade,2010,403,417
135,23,214,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,14,Gasoline,20,Automatic transmission,2010 Cadillac Escalade Platinum,Cadillac,2010 Cadillac Escalade,2010,403,417
135,23,214,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,20,Automatic transmission,2010 Cadillac Escalade Platinum AWD,Cadillac,2010 Cadillac Escalade,2010,403,417
165,212,41,Front-wheel drive,Lincoln 3.5L 6 Cylinder 263 hp 249 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission,2011 Lincoln MKZ Sedan,Lincoln,2011 Lincoln MKZ Sedan,2011,263,249
165,212,41,All-wheel drive,Lincoln 3.5L 6 Cylinder 263 hp 249 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,24,Automatic transmission,2011 Lincoln MKZ Sedan AWD,Lincoln,2011 Lincoln MKZ Sedan,2011,263,249
165,212,41,All-wheel drive,Lincoln 3.5L 6 Cylinder 263 hp 249 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,24,Automatic transmission,2010 Lincoln MKZ Sedan AWD,Lincoln,2010 Lincoln MKZ Sedan,2010,263,249
165,212,41,Front-wheel drive,Lincoln 3.5L 6 Cylinder 263 hp 249 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,21,Automatic transmission,2010 Lincoln MKZ Sedan,Lincoln,2010 Lincoln MKZ Sedan,2010,263,249
191,210,143,Front-wheel drive,Mazda 3.7L 6 Cylinder 273 hp 270 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,22,Automatic transmission,2010 Mazda CX-9 Sport,Mazda,2010 Mazda CX-9,2010,273,270
191,210,143,All-wheel drive,Mazda 3.7L 6 Cylinder 273 hp 270 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2010 Mazda CX-9 Sport AWD,Mazda,2010 Mazda CX-9,2010,273,270
191,210,143,Front-wheel drive,Mazda 3.7L 6 Cylinder 273 hp 270 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,22,Automatic transmission,2010 Mazda CX-9 Touring,Mazda,2010 Mazda CX-9,2010,273,270
191,210,143,All-wheel drive,Mazda 3.7L 6 Cylinder 273 hp 270 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2010 Mazda CX-9 Touring AWD,Mazda,2010 Mazda CX-9,2010,273,270
191,210,143,Front-wheel drive,Mazda 3.7L 6 Cylinder 273 hp 270 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,22,Automatic transmission,2010 Mazda CX-9 Grand Touring,Mazda,2010 Mazda CX-9,2010,273,270
191,210,143,All-wheel drive,Mazda 3.7L 6 Cylinder 273 hp 270 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2010 Mazda CX-9 Grand Touring AWD,Mazda,2010 Mazda CX-9,2010,273,270
214,241,173,Front-wheel drive,Toyota 3.5L 6 Cylinder 266hp 245 ft-lbs.,TRUE,5,5 Speed Automatic,17,Gasoline,23,Automatic transmission,2010 Toyota Sienna CE,Toyota,2010 Toyota Sienna,2010,266,245
214,241,173,Front-wheel drive,Toyota 3.5L 6 Cylinder 266hp 245 ft-lbs.,TRUE,5,5 Speed Automatic,17,Gasoline,23,Automatic transmission,2010 Toyota Sienna CE 8-Passenger,Toyota,2010 Toyota Sienna,2010,266,245
214,241,173,Front-wheel drive,Toyota 3.5L 6 Cylinder 266hp 245 ft-lbs.,TRUE,5,5 Speed Automatic,17,Gasoline,23,Automatic transmission,2010 Toyota Sienna LE,Toyota,2010 Toyota Sienna,2010,266,245
214,241,173,All-wheel drive,Toyota 3.5L 6 Cylinder 266hp 245 ft-lbs.,TRUE,5,5 Speed Automatic,16,Gasoline,21,Automatic transmission,2010 Toyota Sienna LE AWD,Toyota,2010 Toyota Sienna,2010,266,245
214,241,173,Front-wheel drive,Toyota 3.5L 6 Cylinder 266hp 245 ft-lbs.,TRUE,5,5 Speed Automatic,17,Gasoline,23,Automatic transmission,2010 Toyota Sienna LE 8-Passenger,Toyota,2010 Toyota Sienna,2010,266,245
214,241,173,Front-wheel drive,Toyota 3.5L 6 Cylinder 266hp 245 ft-lbs.,TRUE,5,5 Speed Automatic,17,Gasoline,23,Automatic transmission,2010 Toyota Sienna XLE,Toyota,2010 Toyota Sienna,2010,266,245
214,241,173,Front-wheel drive,Toyota 3.5L 6 Cylinder 266hp 245 ft-lbs.,TRUE,5,5 Speed Automatic,17,Gasoline,23,Automatic transmission,2010 Toyota Sienna XLE AWD,Toyota,2010 Toyota Sienna,2010,266,245
214,241,173,Front-wheel drive,Toyota 3.5L 6 Cylinder 266hp 245 ft-lbs.,TRUE,5,5 Speed Automatic,17,Gasoline,23,Automatic transmission,2010 Toyota Sienna Limited,Toyota,2010 Toyota Sienna,2010,266,245
214,241,173,All-wheel drive,Toyota 3.5L 6 Cylinder 266hp 245 ft-lbs.,TRUE,5,5 Speed Automatic,16,Gasoline,21,Automatic transmission,2010 Toyota Sienna Limited AWD,Toyota,2010 Toyota Sienna,2010,266,245
252,219,26,Front-wheel drive,Honda 2.4L 4 Cylinder 166 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,20,Gasoline,25,Automatic transmission,2010 Honda Element LX,Honda,2010 Honda Element,2010,166,161
252,219,26,Four-wheel drive,Honda 2.4L 4 Cylinder 166 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,19,Gasoline,24,Automatic transmission,2010 Honda Element LX 4WD,Honda,2010 Honda Element,2010,166,161
252,219,26,Front-wheel drive,Honda 2.4L 4 Cylinder 166 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,20,Gasoline,25,Automatic transmission,2010 Honda Element EX,Honda,2010 Honda Element,2010,166,161
252,219,26,Four-wheel drive,Honda 2.4L 4 Cylinder 166 hp 161 ft-lbs,TRUE,5,5 Speed Manual,18,Gasoline,23,Manual transmission,2010 Honda Element EX 4WD,Honda,2010 Honda Element,2010,166,161
252,219,26,Four-wheel drive,Honda 2.4L 4 Cylinder 166 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,19,Gasoline,24,Automatic transmission,2010 Honda Element EX 4WD AT,Honda,2010 Honda Element,2010,166,161
229,232,26,Front-wheel drive,Honda 2.4L 4 Cylinder 166 hp 161 ft-lbs,TRUE,5,5 Speed Manual,18,Gasoline,23,Manual transmission,2010 Honda Element SC,Honda,2010 Honda Element,2010,166,161
229,232,26,Front-wheel drive,Honda 2.4L 4 Cylinder 166 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,20,Gasoline,25,Automatic transmission,2010 Honda Element SC AT,Honda,2010 Honda Element,2010,166,161
195,109,158,Front-wheel drive,Mazda 1.5L 4 Cylinder 100 hp 98 ft-lbs,TRUE,5,5 Speed Manual,29,Gasoline,35,Manual transmission,2011 Mazda Mazda2 Sport,Mazda,2011 Mazda Mazda2,2011,100,98
195,109,158,Front-wheel drive,Mazda 1.5L 4 Cylinder 100 hp 98 ft-lbs,TRUE,4,4 Speed Automatic,27,Gasoline,33,Automatic transmission,2011 Mazda Mazda2 Sport AT,Mazda,2011 Mazda Mazda2,2011,100,98
195,109,158,Front-wheel drive,Mazda 1.5L 4 Cylinder 100 hp 98 ft-lbs,TRUE,5,5 Speed Manual,29,Gasoline,35,Manual transmission,2011 Mazda Mazda2 Touring,Mazda,2011 Mazda Mazda2,2011,100,98
195,109,158,Front-wheel drive,Mazda 1.5L 4 Cylinder 100 hp 98 ft-lbs,TRUE,4,4 Speed Automatic,27,Gasoline,33,Automatic transmission,2011 Mazda Mazda2 Touring AT,Mazda,2011 Mazda Mazda2,2011,100,98
190,237,219,Front-wheel drive,Mazda 2.0L 4 Cylinder 148 hp 135 ft-lbs,TRUE,5,5 Speed Manual,25,Gasoline,33,Manual transmission,2011 Mazda Mazda3 4-Door i SV,Mazda,2011 Mazda Mazda3 4-Door,2011,148,135
190,237,219,Front-wheel drive,Mazda 2.0L 4 Cylinder 148 hp 135 ft-lbs,TRUE,5,5 Speed Manual,25,Gasoline,33,Manual transmission,2011 Mazda Mazda3 4-Door i Sport,Mazda,2011 Mazda Mazda3 4-Door,2011,148,135
190,237,219,Front-wheel drive,Mazda 2.0L 4 Cylinder 148 hp 135 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,24,Gasoline,33,Automatic transmission,2011 Mazda Mazda3 4-Door i Sport AT,Mazda,2011 Mazda Mazda3 4-Door,2011,148,135
190,237,219,Front-wheel drive,Mazda 2.0L 4 Cylinder 148 hp 135 ft-lbs,TRUE,5,5 Speed Manual,25,Gasoline,33,Manual transmission,2011 Mazda Mazda3 4-Door i Touring,Mazda,2011 Mazda Mazda3 4-Door,2011,148,135
190,237,219,Front-wheel drive,Mazda 2.0L 4 Cylinder 148 hp 135 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,24,Gasoline,33,Automatic transmission,2011 Mazda Mazda3 4-Door i Touring AT,Mazda,2011 Mazda Mazda3 4-Door,2011,148,135
190,242,219,Front-wheel drive,Mazda 2.5L 4 Cylinder 167 hp 168 ft-lbs,TRUE,6,6 Speed Manual,20,Gasoline,28,Manual transmission,2011 Mazda Mazda3 4-Door s Sport,Mazda,2011 Mazda Mazda3 4-Door,2011,167,168
190,242,219,Front-wheel drive,Mazda 2.5L 4 Cylinder 167 hp 168 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,22,Gasoline,29,Automatic transmission,2011 Mazda Mazda3 4-Door s Sport AT,Mazda,2011 Mazda Mazda3 4-Door,2011,167,168
190,242,219,Front-wheel drive,Mazda 2.5L 4 Cylinder 167 hp 168 ft-lbs,TRUE,6,6 Speed Manual,20,Gasoline,28,Manual transmission,2011 Mazda Mazda3 4-Door s Grand Touring,Mazda,2011 Mazda Mazda3 4-Door,2011,167,168
190,242,219,Front-wheel drive,Mazda 2.5L 4 Cylinder 167 hp 168 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,2011 Mazda Mazda3 4-Door s Grand Touring AT,Mazda,2011 Mazda Mazda3 4-Door,2011,167,168
190,153,219,Front-wheel drive,Mazda 2.5L 4 Cylinder 167 hp 168 ft-lbs,TRUE,6,6 Speed Manual,20,Gasoline,28,Manual transmission,2011 Mazda Mazda3 5-Door s Sport,Mazda,2011 Mazda Mazda3 5-Door,2011,167,168
190,153,219,Front-wheel drive,Mazda 2.5L 4 Cylinder 167 hp 168 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,22,Gasoline,29,Automatic transmission,2011 Mazda Mazda3 5-Door s Sport AT,Mazda,2011 Mazda Mazda3 5-Door,2011,167,168
190,153,219,Front-wheel drive,Mazda 2.5L 4 Cylinder 167 hp 168 ft-lbs,TRUE,6,6 Speed Manual,20,Gasoline,28,Manual transmission,2011 Mazda Mazda3 5-Door s Grand Touring,Mazda,2011 Mazda Mazda3 5-Door,2011,167,168
190,153,219,Front-wheel drive,Mazda 2.5L 4 Cylinder 167 hp 168 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,22,Gasoline,29,Automatic transmission,2011 Mazda Mazda3 5-Door s Grand Touring AT,Mazda,2011 Mazda Mazda3 5-Door,2011,167,168
252,142,212,Front-wheel drive,Ford 3.5L 6 Cylinder 290 hp 255 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,25,Automatic transmission,2012 Ford Explorer,Ford,2012 Ford Explorer,2012,290,255
252,142,212,Front-wheel drive,Ford 2.0L 4 Cylinder 240 hp 270 ft-lbs Turbo,TRUE,6,6 Speed Automatic,20,Gasoline,28,Automatic transmission,2012 Ford Explorer EcoBoost,Ford,2012 Ford Explorer,2012,240,270
252,142,212,Four-wheel drive,Ford 3.5L 6 Cylinder 290 hp 255 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,2012 Ford Explorer 4WD,Ford,2012 Ford Explorer,2012,290,255
252,142,212,Front-wheel drive,Ford 3.5L 6 Cylinder 290 hp 255 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,25,Automatic transmission,2012 Ford Explorer XLT,Ford,2012 Ford Explorer,2012,290,255
252,142,212,Front-wheel drive,Ford 2.0L 4 Cylinder 240 hp 270 ft-lbs Turbo,TRUE,6,6 Speed Automatic,20,Gasoline,28,Automatic transmission,2012 Ford Explorer XLT EcoBoost,Ford,2012 Ford Explorer,2012,240,270
252,142,212,Four-wheel drive,Ford 3.5L 6 Cylinder 290 hp 255 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,2012 Ford Explorer XLT 4WD,Ford,2012 Ford Explorer,2012,290,255
252,142,212,Front-wheel drive,Ford 3.5L 6 Cylinder 290 hp 255 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,25,Automatic transmission,2012 Ford Explorer Limited,Ford,2012 Ford Explorer,2012,290,255
252,142,212,Front-wheel drive,Ford 2.0L 4 Cylinder 240 hp 270 ft-lbs Turbo,TRUE,6,6 Speed Automatic,20,Gasoline,28,Automatic transmission,2012 Ford Explorer Limited EcoBoost,Ford,2012 Ford Explorer,2012,240,270
252,142,212,Four-wheel drive,Ford 3.5L 6 Cylinder 290 hp 255 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,2012 Ford Explorer Limited 4WD,Ford,2012 Ford Explorer,2012,290,255
190,153,219,Front-wheel drive,Mazda 2.5L 4 Cylinder 167 hp 168 ft-lbs,TRUE,6,6 Speed Manual,21,Gasoline,29,Manual transmission,2010 Mazda Mazda3 5-Door s Sport,Mazda,2010 Mazda Mazda3 5-Door,2010,167,168
190,153,219,Front-wheel drive,Mazda 2.5L 4 Cylinder 167 hp 168 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,22,Gasoline,29,Automatic transmission,2010 Mazda Mazda3 5-Door s Sport AT,Mazda,2010 Mazda Mazda3 5-Door,2010,167,168
190,153,219,Front-wheel drive,Mazda 2.5L 4 Cylinder 167 hp 168 ft-lbs,TRUE,6,6 Speed Manual,21,Gasoline,29,Manual transmission,2010 Mazda Mazda3 5-Door s Grand Touring,Mazda,2010 Mazda Mazda3 5-Door,2010,167,168
190,153,219,Front-wheel drive,Mazda 2.5L 4 Cylinder 167 hp 168 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,22,Gasoline,29,Automatic transmission,2010 Mazda Mazda3 5-Door s Grand Touring AT,Mazda,2010 Mazda Mazda3 5-Door,2010,167,168
252,142,212,Front-wheel drive,Ford 3.5L 6 Cylinder 290 hp 255 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,25,Automatic transmission,2011 Ford Explorer,Ford,2011 Ford Explorer,2011,290,255
11,142,212,Four-wheel drive,Ford 3.5L 6 Cylinder 290 hp 255 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,2011 Ford Explorer 4WD,Ford,2011 Ford Explorer,2011,290,255
252,142,212,Front-wheel drive,Ford 3.5L 6 Cylinder 290 hp 255 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,25,Automatic transmission,2011 Ford Explorer XLT,Ford,2011 Ford Explorer,2011,290,255
11,142,212,Four-wheel drive,Ford 3.5L 6 Cylinder 290 hp 255 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,2011 Ford Explorer XLT 4WD,Ford,2011 Ford Explorer,2011,290,255
252,142,212,Front-wheel drive,Ford 3.5L 6 Cylinder 290 hp 255 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,25,Automatic transmission,2011 Ford Explorer Limited,Ford,2011 Ford Explorer,2011,290,255
11,142,212,Four-wheel drive,Ford 3.5L 6 Cylinder 290 hp 255 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,2011 Ford Explorer Limited 4WD,Ford,2011 Ford Explorer,2011,290,255
190,237,219,Front-wheel drive,Mazda 2.0L 4 Cylinder 148 hp 135 ft-lbs,TRUE,5,5 Speed Manual,25,Gasoline,33,Manual transmission,2010 Mazda Mazda3 4-Door i SV,Mazda,2010 Mazda Mazda3 4-Door,2010,148,135
190,237,219,Front-wheel drive,Mazda 2.0L 4 Cylinder 148 hp 135 ft-lbs,TRUE,5,5 Speed Manual,25,Gasoline,33,Manual transmission,2010 Mazda Mazda3 4-Door i Sport,Mazda,2010 Mazda Mazda3 4-Door,2010,148,135
190,237,219,Front-wheel drive,Mazda 2.0L 4 Cylinder 148 hp 135 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,24,Gasoline,33,Automatic transmission,2010 Mazda Mazda3 4-Door i Sport AT,Mazda,2010 Mazda Mazda3 4-Door,2010,148,135
190,237,219,Front-wheel drive,Mazda 2.0L 4 Cylinder 148 hp 135 ft-lbs,TRUE,5,5 Speed Manual,25,Gasoline,33,Manual transmission,2010 Mazda Mazda3 4-Door i Touring,Mazda,2010 Mazda Mazda3 4-Door,2010,148,135
190,237,219,Front-wheel drive,Mazda 2.0L 4 Cylinder 148 hp 135 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,24,Gasoline,33,Automatic transmission,2010 Mazda Mazda3 4-Door i Touring AT,Mazda,2010 Mazda Mazda3 4-Door,2010,148,135
190,242,219,Front-wheel drive,Mazda 2.5L 4 Cylinder 167 hp 168 ft-lbs,TRUE,6,6 Speed Manual,21,Gasoline,29,Manual transmission,2010 Mazda Mazda3 4-Door s Sport,Mazda,2010 Mazda Mazda3 4-Door,2010,167,168
190,242,219,Front-wheel drive,Mazda 2.5L 4 Cylinder 167 hp 168 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,22,Gasoline,29,Automatic transmission,2010 Mazda Mazda3 4-Door s Sport AT,Mazda,2010 Mazda Mazda3 4-Door,2010,167,168
190,242,219,Front-wheel drive,Mazda 2.5L 4 Cylinder 167 hp 168 ft-lbs,TRUE,6,6 Speed Manual,21,Gasoline,29,Manual transmission,2010 Mazda Mazda3 4-Door s Grand Touring,Mazda,2010 Mazda Mazda3 4-Door,2010,167,168
190,242,219,Front-wheel drive,Mazda 2.5L 4 Cylinder 167 hp 168 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,22,Gasoline,29,Automatic transmission,2010 Mazda Mazda3 4-Door s Grand Touring AT,Mazda,2010 Mazda Mazda3 4-Door,2010,167,168
180,159,234,Front-wheel drive,Mazda 2.3L 4 Cylinder 263 hp 280 ft-lbs Turbo,TRUE,6,6 Speed Manual,18,Gasoline,25,Manual transmission,2011 Mazda Mazdaspeed3 Sport,Mazda,2011 Mazda Mazdaspeed3,2011,263,280
180,159,234,Front-wheel drive,Mazda 2.3L 4 Cylinder 263 hp 280 ft-lbs Turbo,TRUE,6,6 Speed Manual,18,Gasoline,25,Manual transmission,2010 Mazda Mazdaspeed3 Sport,Mazda,2010 Mazda Mazdaspeed3,2010,263,280
57,48,79,Front-wheel drive,Ford 4.0L 6 Cylinder 210 hp 254 ft-lbs,TRUE,5,5 Speed Automatic,14,Gasoline,20,Automatic transmission,2010 Ford Explorer XLT,Ford,2010 Ford Explorer,2010,210,254
57,48,79,Four-wheel drive,Ford 4.0L 6 Cylinder 210 hp 254 ft-lbs,TRUE,5,5 Speed Automatic,13,Gasoline,19,Automatic transmission,2010 Ford Explorer XLT 4WD,Ford,2010 Ford Explorer,2010,210,254
